## Measurements of the probability distribution function of specific black hole accretion rates, p(log lambda_{sBHAR} | M_*,z),
## for All galaxies as a function of stellar mass and redshift.
## Taken from Aird et al. 2017b, MNRAS(in press), arXiv:1705.01132 (see Figure 2)
## Column description:
## z_lo, z_hi  - lower and upper limit of redshift bin
## mass_lo, mass_hi - lower and	upper limit of stellar mass bin	in log (Mstel/Msun)
## logl	- value	of log(specific black hole accretion rate) - see Equation 2 of Aird+17b
## p(median), p_lolim(90%CL), p_uplim(90%CL) - estimates of p(log lambda) (per unit dex), giving the median and 90% upper and lower
##                                             central confidence limits based on posterior distribution.
## flag	- 1 indicates reliable	measurement, 0 indicates potential for significant contamination by star formation thus unreliable.
##
#     z_lo      z_hi   mass_lo   mass_hi      logl      p(median)       p_lolim(90%CL)   p_uplim(90%CL)      flag
      0.10      0.50      9.50     10.00      0.92       1.92E-05       1.33E-06       1.51E-04   1
      0.10      0.50      9.50     10.00      1.00       1.78E-05       1.25E-06       1.43E-04   1
      0.10      0.50      9.50     10.00      1.08       1.72E-05       1.11E-06       1.39E-04   1
      0.10      0.50      9.50     10.00      1.16       1.61E-05       9.78E-07       1.44E-04   1
      0.10      0.50      9.50     10.00      1.24       1.52E-05       8.99E-07       1.40E-04   1
      0.10      0.50      9.50     10.00      1.32       1.43E-05       7.66E-07       1.38E-04   1
      0.10      0.50      9.50     10.00      1.40       1.38E-05       7.13E-07       1.41E-04   1
      0.10      0.50      9.50     10.00      1.48       1.34E-05       6.31E-07       1.46E-04   1
      0.10      0.50      9.50     10.00      1.56       1.25E-05       5.24E-07       1.45E-04   1
      0.10      0.50      9.50     10.00      1.64       1.23E-05       4.61E-07       1.49E-04   1
      0.10      0.50      9.50     10.00      1.72       1.20E-05       4.20E-07       1.47E-04   1
      0.10      0.50      9.50     10.00      1.80       1.19E-05       3.99E-07       1.46E-04   1
      0.10      0.50      9.50     10.00      1.88       1.15E-05       3.51E-07       1.54E-04   1
      0.10      0.50      9.50     10.00      1.96       1.10E-05       3.24E-07       1.54E-04   1
      0.10      0.50      9.50     10.00      2.04       1.04E-05       3.11E-07       1.63E-04   1
      0.10      0.50      9.50     10.00      2.12       9.91E-06       2.84E-07       1.66E-04   1
      0.10      0.50      9.50     10.00      2.20       9.07E-06       2.39E-07       1.60E-04   1
      0.10      0.50      9.50     10.00      2.28       8.43E-06       1.95E-07       1.60E-04   1
      0.10      0.50      9.50     10.00      2.36       7.58E-06       1.62E-07       1.50E-04   1
      0.10      0.50      9.50     10.00      2.44       6.31E-06       1.28E-07       1.34E-04   1
      0.10      0.50      9.50     10.00      2.52       4.98E-06       9.95E-08       1.18E-04   1
      0.10      0.50      9.50     10.00      2.60       3.63E-06       6.91E-08       8.94E-05   1
      0.10      0.50      9.50     10.00      2.68       2.41E-06       4.46E-08       6.19E-05   1
      0.10      0.50      9.50     10.00      2.76       1.43E-06       2.53E-08       3.78E-05   1
      0.10      0.50      9.50     10.00      2.84       7.18E-07       1.25E-08       1.90E-05   1
      0.10      0.50      9.50     10.00      2.92       2.92E-07       5.11E-09       7.98E-06   1
      3.00      4.00     10.00     10.50     -5.00       1.88E-02       2.14E-04       1.39E-01   0
      3.00      4.00     10.00     10.50     -4.92       2.78E-02       3.16E-04       2.01E-01   0
      3.00      4.00     10.00     10.50     -4.84       3.97E-02       4.58E-04       2.79E-01   0
      3.00      4.00     10.00     10.50     -4.76       5.40E-02       6.46E-04       3.74E-01   0
      3.00      4.00     10.00     10.50     -4.68       7.30E-02       8.94E-04       4.83E-01   0
      3.00      4.00     10.00     10.50     -4.60       9.27E-02       1.16E-03       5.91E-01   0
      3.00      4.00     10.00     10.50     -4.52       1.10E-01       1.45E-03       6.85E-01   0
      3.00      4.00     10.00     10.50     -4.44       1.23E-01       1.69E-03       7.25E-01   0
      3.00      4.00     10.00     10.50     -4.36       1.38E-01       2.05E-03       7.41E-01   0
      3.00      4.00     10.00     10.50     -4.28       1.48E-01       2.27E-03       7.16E-01   0
      3.00      4.00     10.00     10.50     -4.20       1.47E-01       2.47E-03       6.62E-01   0
      3.00      4.00     10.00     10.50     -4.12       1.41E-01       2.61E-03       6.03E-01   0
      3.00      4.00     10.00     10.50     -4.04       1.32E-01       2.64E-03       5.51E-01   0
      3.00      4.00     10.00     10.50     -3.96       1.18E-01       2.77E-03       5.19E-01   0
      3.00      4.00     10.00     10.50     -3.88       1.04E-01       2.86E-03       4.84E-01   0
      3.00      4.00     10.00     10.50     -3.80       9.57E-02       2.80E-03       4.62E-01   0
      3.00      4.00     10.00     10.50     -3.72       8.87E-02       2.66E-03       4.52E-01   0
      3.00      4.00     10.00     10.50     -3.64       7.99E-02       2.40E-03       4.39E-01   0
      3.00      4.00     10.00     10.50     -3.56       7.02E-02       2.15E-03       4.20E-01   0
      3.00      4.00     10.00     10.50     -3.48       6.41E-02       2.28E-03       4.02E-01   0
      3.00      4.00     10.00     10.50     -3.40       5.72E-02       2.24E-03       3.71E-01   0
      3.00      4.00     10.00     10.50     -3.32       5.00E-02       2.20E-03       3.43E-01   0
      3.00      4.00     10.00     10.50     -3.24       4.49E-02       2.18E-03       3.22E-01   0
      3.00      4.00     10.00     10.50     -3.16       3.95E-02       2.12E-03       3.03E-01   0
      3.00      4.00     10.00     10.50     -3.08       3.50E-02       2.02E-03       2.80E-01   0
      3.00      4.00     10.00     10.50     -3.00       3.25E-02       1.96E-03       2.52E-01   0
      3.00      4.00     10.00     10.50     -2.92       2.95E-02       1.90E-03       2.31E-01   0
      3.00      4.00     10.00     10.50     -2.84       2.74E-02       1.88E-03       2.12E-01   0
      3.00      4.00     10.00     10.50     -2.76       2.47E-02       1.85E-03       1.89E-01   0
      3.00      4.00     10.00     10.50     -2.68       2.23E-02       1.77E-03       1.64E-01   0
      3.00      4.00     10.00     10.50     -2.60       2.03E-02       1.59E-03       1.50E-01   0
      3.00      4.00     10.00     10.50     -2.52       1.84E-02       1.52E-03       1.32E-01   0
      3.00      4.00     10.00     10.50     -2.44       1.67E-02       1.43E-03       1.19E-01   0
      3.00      4.00     10.00     10.50     -2.36       1.53E-02       1.35E-03       1.05E-01   0
      3.00      4.00     10.00     10.50     -2.28       1.44E-02       1.30E-03       9.24E-02   0
      3.00      4.00     10.00     10.50     -2.20       1.32E-02       1.23E-03       8.39E-02   0
      3.00      4.00     10.00     10.50     -2.12       1.20E-02       1.13E-03       7.59E-02   0
      3.00      4.00     10.00     10.50     -2.04       1.11E-02       1.09E-03       6.97E-02   0
      3.00      4.00     10.00     10.50     -1.96       1.00E-02       1.08E-03       6.45E-02   0
      3.00      4.00     10.00     10.50     -1.88       9.26E-03       1.12E-03       5.87E-02   0
      3.00      4.00     10.00     10.50     -1.80       8.67E-03       1.08E-03       5.33E-02   1
      3.00      4.00     10.00     10.50     -1.72       8.34E-03       1.05E-03       4.65E-02   1
      3.00      4.00     10.00     10.50     -1.64       8.21E-03       1.08E-03       4.22E-02   1
      3.00      4.00     10.00     10.50     -1.56       8.03E-03       1.08E-03       3.77E-02   1
      3.00      4.00     10.00     10.50     -1.48       7.93E-03       1.09E-03       3.52E-02   1
      3.00      4.00     10.00     10.50     -1.40       7.90E-03       1.18E-03       3.34E-02   1
      3.00      4.00     10.00     10.50     -1.32       7.90E-03       1.25E-03       3.19E-02   1
      3.00      4.00     10.00     10.50     -1.24       7.82E-03       1.32E-03       3.10E-02   1
      3.00      4.00     10.00     10.50     -1.16       7.91E-03       1.42E-03       3.10E-02   1
      3.00      4.00     10.00     10.50     -1.08       8.26E-03       1.50E-03       3.16E-02   1
      3.00      4.00     10.00     10.50     -1.00       8.57E-03       1.58E-03       3.12E-02   1
      3.00      4.00     10.00     10.50     -0.92       8.76E-03       1.68E-03       3.08E-02   1
      3.00      4.00     10.00     10.50     -0.84       9.03E-03       1.83E-03       3.02E-02   1
      3.00      4.00     10.00     10.50     -0.76       9.18E-03       1.92E-03       2.98E-02   1
      3.00      4.00     10.00     10.50     -0.68       9.21E-03       2.02E-03       2.93E-02   1
      3.00      4.00     10.00     10.50     -0.60       9.31E-03       2.06E-03       2.82E-02   1
      3.00      4.00     10.00     10.50     -0.52       9.19E-03       2.11E-03       2.71E-02   1
      3.00      4.00     10.00     10.50     -0.44       8.83E-03       2.08E-03       2.53E-02   1
      3.00      4.00     10.00     10.50     -0.36       8.29E-03       2.03E-03       2.33E-02   1
      3.00      4.00     10.00     10.50     -0.28       7.54E-03       1.82E-03       2.16E-02   1
      3.00      4.00     10.00     10.50     -0.20       6.91E-03       1.64E-03       1.96E-02   1
      3.00      4.00     10.00     10.50     -0.12       6.15E-03       1.48E-03       1.76E-02   1
      3.00      4.00     10.00     10.50     -0.04       5.52E-03       1.37E-03       1.59E-02   1
      3.00      4.00     10.00     10.50      0.04       4.89E-03       1.17E-03       1.42E-02   1
      3.00      4.00     10.00     10.50      0.12       4.18E-03       9.59E-04       1.27E-02   1
      3.00      4.00     10.00     10.50      0.20       3.58E-03       7.87E-04       1.09E-02   1
      3.00      4.00     10.00     10.50      0.28       3.06E-03       6.49E-04       9.77E-03   1
      3.00      4.00     10.00     10.50      0.36       2.58E-03       5.54E-04       8.85E-03   1
      3.00      4.00     10.00     10.50      0.44       2.24E-03       4.50E-04       7.82E-03   1
      3.00      4.00     10.00     10.50      0.52       1.84E-03       3.55E-04       6.82E-03   1
      3.00      4.00     10.00     10.50      0.60       1.54E-03       2.87E-04       6.13E-03   1
      3.00      4.00     10.00     10.50      0.68       1.27E-03       2.28E-04       5.37E-03   1
      3.00      4.00     10.00     10.50      0.76       1.08E-03       1.77E-04       4.80E-03   1
      3.00      4.00     10.00     10.50      0.84       9.04E-04       1.46E-04       4.46E-03   1
      3.00      4.00     10.00     10.50      0.92       7.89E-04       1.13E-04       4.13E-03   1
      3.00      4.00     10.00     10.50      1.00       6.91E-04       9.16E-05       3.62E-03   1
      3.00      4.00     10.00     10.50      1.08       6.19E-04       7.42E-05       3.17E-03   1
      3.00      4.00     10.00     10.50      1.16       5.60E-04       6.14E-05       2.80E-03   1
      3.00      4.00     10.00     10.50      1.24       4.93E-04       5.41E-05       2.70E-03   1
      3.00      4.00     10.00     10.50      1.32       4.48E-04       4.63E-05       2.52E-03   1
      3.00      4.00     10.00     10.50      1.40       4.11E-04       3.87E-05       2.41E-03   1
      3.00      4.00     10.00     10.50      1.48       3.74E-04       3.30E-05       2.40E-03   1
      3.00      4.00     10.00     10.50      1.56       3.36E-04       2.78E-05       2.29E-03   1
      3.00      4.00     10.00     10.50      1.64       3.08E-04       2.38E-05       2.29E-03   1
      3.00      4.00     10.00     10.50      1.72       2.87E-04       2.01E-05       2.27E-03   1
      3.00      4.00     10.00     10.50      1.80       2.68E-04       1.76E-05       2.27E-03   1
      3.00      4.00     10.00     10.50      1.88       2.51E-04       1.53E-05       2.21E-03   1
      3.00      4.00     10.00     10.50      1.96       2.35E-04       1.33E-05       2.21E-03   1
      3.00      4.00     10.00     10.50      2.04       2.23E-04       1.18E-05       2.20E-03   1
      3.00      4.00     10.00     10.50      2.12       2.08E-04       1.02E-05       2.20E-03   1
      3.00      4.00     10.00     10.50      2.20       1.88E-04       9.16E-06       2.16E-03   1
      3.00      4.00     10.00     10.50      2.28       1.65E-04       7.68E-06       2.14E-03   1
      3.00      4.00     10.00     10.50      2.36       1.42E-04       6.00E-06       2.07E-03   1
      3.00      4.00     10.00     10.50      2.44       1.20E-04       4.97E-06       1.84E-03   1
      3.00      4.00     10.00     10.50      2.52       9.57E-05       3.67E-06       1.52E-03   1
      3.00      4.00     10.00     10.50      2.60       7.04E-05       2.65E-06       1.16E-03   1
      3.00      4.00     10.00     10.50      2.68       4.68E-05       1.77E-06       7.58E-04   1
      3.00      4.00     10.00     10.50      2.76       2.77E-05       9.82E-07       4.60E-04   1
      3.00      4.00     10.00     10.50      2.84       1.38E-05       4.61E-07       2.39E-04   1
      3.00      4.00     10.00     10.50      2.92       5.61E-06       1.80E-07       1.00E-04   1
      2.50      3.00     10.00     10.50     -5.00       1.85E-03       1.89E-05       5.46E-02   0
      2.50      3.00     10.00     10.50     -4.92       2.71E-03       2.79E-05       7.85E-02   0
      2.50      3.00     10.00     10.50     -4.84       3.85E-03       4.15E-05       1.09E-01   0
      2.50      3.00     10.00     10.50     -4.76       5.26E-03       5.77E-05       1.47E-01   0
      2.50      3.00     10.00     10.50     -4.68       6.92E-03       7.92E-05       1.90E-01   0
      2.50      3.00     10.00     10.50     -4.60       8.66E-03       1.02E-04       2.33E-01   0
      2.50      3.00     10.00     10.50     -4.52       1.07E-02       1.27E-04       2.63E-01   0
      2.50      3.00     10.00     10.50     -4.44       1.24E-02       1.52E-04       2.98E-01   0
      2.50      3.00     10.00     10.50     -4.36       1.33E-02       1.75E-04       3.04E-01   0
      2.50      3.00     10.00     10.50     -4.28       1.39E-02       2.10E-04       2.95E-01   0
      2.50      3.00     10.00     10.50     -4.20       1.37E-02       2.35E-04       2.75E-01   0
      2.50      3.00     10.00     10.50     -4.12       1.37E-02       2.55E-04       2.55E-01   0
      2.50      3.00     10.00     10.50     -4.04       1.31E-02       2.70E-04       2.26E-01   0
      2.50      3.00     10.00     10.50     -3.96       1.30E-02       2.91E-04       2.08E-01   0
      2.50      3.00     10.00     10.50     -3.88       1.28E-02       2.92E-04       1.97E-01   0
      2.50      3.00     10.00     10.50     -3.80       1.23E-02       3.06E-04       1.88E-01   0
      2.50      3.00     10.00     10.50     -3.72       1.15E-02       3.25E-04       1.74E-01   0
      2.50      3.00     10.00     10.50     -3.64       1.15E-02       3.42E-04       1.68E-01   0
      2.50      3.00     10.00     10.50     -3.56       1.11E-02       3.67E-04       1.48E-01   0
      2.50      3.00     10.00     10.50     -3.48       1.08E-02       4.01E-04       1.35E-01   0
